"","si","lambda_1","lambda_2","mu","alpha","c_l_1","c_l_2","c_r_1","c_r_2","c_r","c_h","S","s","PB1","PB2","Sav","RR","RV","TC","PT"
"152",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,51,0.567638266068759,0.0896860986547085,0.910313901345292,1.79372197309417,1928.71823617339,166.721674140508,1761.99656203289
"153",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,51,0.611085142481216,0.114261971538382,0.885738028461618,2.28523943076763,1868.70477130293,201.142315016793,1667.56245628614
"154",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,52,0.59062341059362,0.0999055438494514,0.900094456150549,1.99811087698903,1902.53305965269,181.526745622321,1721.00631403037
"155",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,52,0.571961349839047,0.0891178948732905,0.910882105126709,1.78235789746581,1928.77387279366,166.458614729838,1762.31525806382
"156",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,52,0.6144257529415,0.113664544928495,0.886335455071505,2.27329089856989,1869.06447190764,200.745245377642,1668.31922652999
"157",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,53,0.594402436968719,0.0993329640956486,0.900667035904351,1.98665928191297,1902.73346256652,181.203925157127,1721.5295374094
"158",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,53,0.576182987311333,0.0885630246688279,0.911436975331172,1.77126049337656,1928.82820383451,166.201728320845,1762.62647551367
"159",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,53,0.617666611837596,0.113084957644543,0.886915042355457,2.26169915289086,1869.41343175151,200.360032349151,1669.05339940236
"160",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,54,0.598083761359147,0.0987751876728566,0.901224812327143,1.97550375345713,1902.9286843145,180.889450809957,1722.03923350454
"161",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,54,0.580305519790958,0.0880211803122508,0.911978819687749,1.76042360624502,1928.88125942776,165.950872445228,1762.93038698253
"162",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,54,0.620810736869045,0.112522670008516,0.887477329991484,2.25045340017033,1869.75197576571,199.986317243327,1669.76565852238
"163",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,55,0.601669941060904,0.0982318271119843,0.901768172888016,1.96463654223969,1903.11886051081,180.583104125737,1722.53575638507
"164",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,55,0.58433120035683,0.0874920656705151,0.912507934329485,1.7498413134103,1928.93306856976,165.705910003259,1763.2271585665
"165",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,55,0.623861016577012,0.111977165440773,0.888022834559227,2.23954330881546,1870.0804149742,199.623756724119,1670.45665825008
"166",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,56,0.605163429654192,0.0977025106584557,0.902297489341544,1.95405021316911,1903.30412126954,180.284675509237,1723.0194457603
"167",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,56,0.58826219748531,0.0869753957302987,0.913024604269701,1.73950791460597,1928.98365916808,165.466709043271,1763.5169501248
"168",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,56,0.626820217174506,0.111447949238538,0.888552050761462,2.22895898477077,1870.3990472293,199.272021995574,1671.12702523372
"169",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,57,0.608566581849024,0.0971868815380266,0.902813118461973,1.94373763076053,1903.48459146169,179.993963811139,1723.49062765055
"170",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,57,0.592100598483414,0.0864708961467582,0.913529103853242,1.72941792293516,1929.03305808563,165.233142552744,1763.79991553289
"171",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,57,0.62969098895084,0.11093454743055,0.88906545256945,2.218690948611,1870.70815790119,198.930798040591,1671.7773598606
"172",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,58,0.611881658052948,0.0966845972647049,0.903315402735295,1.9336919452941,1903.66039095735,179.710775937841,1723.94961501951
"173",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,58,0.595848412742444,0.085978302815889,0.914021697184111,1.71956605631778,1929.08129118261,165.005088260329,1764.07620292228
"174",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,58,0.632475872281067,0.110436505702343,0.889563494297657,2.20873011404685,1871.00802052505,198.599782906634,1672.40823761841
"175",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,59,0.615110828679034,0.0961953289880252,0.903804671011975,1.9239065797605,1903.83163485419,179.434926483449,1724.39670837074
"176",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,59,0.599507574822383,0.0854973614691281,0.914502638530872,1.70994722938256,1929.12838335615,164.782428448157,1764.34595490799
"177",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,59,0.635177303268692,0.109953388387119,0.890046611612881,2.19906776774238,1871.29889740859,198.278687035025,1673.02021037356
"178",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,60,0.618256178210929,0.095718760877132,0.904281239122868,1.91437521754264,1903.998433693,179.166237382527,1724.83219631048
"179",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,60,0.603079947376717,0.0850278272889309,0.914972172711069,1.70055654577862,1929.17435857796,164.565049773865,1764.60930880409
"180",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,60,0.637797619047619,0.109484777517564,0.890515222482436,2.18969555035129,1871.58104020297,197.967232630757,1673.61380757221
"181",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,61,0.621319709040526,0.0952545895393142,0.904745410460686,1.90509179078628,1904.16089366124,178.904537582265,1725.25635607897
"182",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,61,0.606567323926676,0.0845694645441389,0.915430535455861,1.69138929088278,1929.21923993005,164.352843101785,1764.86639682827
"183",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,61,0.640339062767231,0.109030271934325,0.890969728065675,2.18060543868651,1871.85469043954,197.66515306995,1674.18953736959
"184",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,62,0.624303345092677,0.0948025234708066,0.905197476529193,1.89605046941613,1904.31911678522,178.649662732841,1725.66945405238
"185",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,62,0.609971431493314,0.0841220462440331,0.915877953755967,1.68244092488066,1929.26304963861,164.145703342779,1765.11734629583
"186",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,62,0.642803788282633,0.108589486447219,0.891410513552781,2.17178972894438,1872.1200800349,197.37219234237,1674.74788769253
"187",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,63,0.627208935250317,0.0943622825378307,0.905637717462169,1.88724565075661,1904.47320111176,178.401454894829,1726.07174621693
"188",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,63,0.613293933095275,0.0836853538100405,0.91631464618996,1.67370707620081,1929.3058091061,163.943529302255,1765.36227980385
"189",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,63,0.645193864570315,0.108162051045547,0.891837948954453,2.16324102091094,1872.37743176633,197.088104526572,1675.28932723975
"190",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,64,0.63003825659243,0.0939335974859954,0.906066402514005,1.87867194971991,1904.6232408799,178.159762262604,1726.4634786173
"191",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,64,0.616536430119578,0.0832591767641298,0.91674082323587,1.6651835352826,1929.34753894185,163.7462235359,1765.60131540595
"192",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,64,0.647511279887958,0.107747610154166,0.892252389845834,2.15495220308331,1872.62695971968,196.812653295464,1675.81430642422
"193",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,65,0.632793017456359,0.0935162094763092,0.906483790523691,1.87032418952618,1904.76932668329,177.924438902743,1726.84488778055
"194",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,65,0.619700464572301,0.0828433124329943,0.917156687567006,1.65686624865989,1929.38825899094,163.553692212729,1765.83456677821
"195",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,65,0.649757945695643,0.107345821932225,0.892654178067775,2.1469164386445,1872.86886971164,196.545611450221,1676.32325826142
"196",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,66,0.635474860335196,0.0931098696461825,0.906890130353817,1.86219739292365,1904.91154562384,177.695344506518,1727.21620111732
"197",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,66,0.62278752121555,0.0824375656671785,0.917562434332822,1.64875131334357,1929.42798836176,163.365844985048,1766.06214337671
"198",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,66,0.651935700354424,0.106956357611727,0.893043642388272,2.13912715223455,1873.10335968794,196.286760480674,1676.81659920726
"199",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,67,0.638085364620208,0.0927143386939078,0.907285661306092,1.85428677387816,1905.04998145713,177.472344155625,1727.57763730151
"200",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,67,0.625799029596743,0.0820417485743601,0.91795825142564,1.6408349714872,1929.46674545209,163.182594864976,1766.28415058712
"201",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,67,0.654046312617004,0.106578900873263,0.893421099126737,2.13157801746526,1873.33062009922,196.0358901504,1677.29472994882
"202",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,68,0.640626049197574,0.0923293864852161,0.907670613514784,1.84658772970432,1905.18471473017,177.255308100365,1727.92940662981
"203",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,68,0.62873636597581,0.081655680266049,0.918344319733951,1.63311360532098,1929.50454797395,163.003858107172,1766.50068986678
"204",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,68,0.65609148492417,0.106213147256482,0.893786852743518,2.12426294512964,1873.55083425599,195.7927981049,1677.75803615109
"205",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,69,0.643098374908045,0.0919547916805992,0.908045208319401,1.83909583361198,1905.31582291179,177.044111549522,1728.27171136227
"206",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,69,0.631600855155563,0.0812791866170124,0.918720813382988,1.62558373234025,1929.54141297708,162.829554097456,1766.71185887963
"207",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,69,0.658072856519619,0.105858803603049,0.894141196396951,2.11717607206097,1873.764178664,195.557289501373,1678.20688916262
"208",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,70,0.645503746877602,0.0915903413821815,0.908409658617818,1.83180682764363,1905.44338051624,176.838634471274,1728.60474604496
"209",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,70,0.634393772220179,0.0809121000367782,0.919087899963222,1.61824200073556,1929.5773568714,162.659605247027,1766.91775162437
"210",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,70,0.659992006394884,0.105515587529976,0.894484412470024,2.11031175059952,1873.97082334133,195.329176658673,1678.64164668265
"211",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,71,0.647843516726569,0.0912358307990047,0.908764169200995,1.82471661598009,1905.56745922035,176.638761404479,1728.92869781587
"212",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,71,0.63711634418638,0.0805542592526115,0.919445740747388,1.61108518505223,1929.61239544818,162.493936891984,1767.1184585562
"213",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,71,0.661850456075222,0.105183226931406,0.894816773068594,2.10366453862812,1874.17093211838,195.108278726177,1679.06265339221
"214",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,72,0.650118984664199,0.0908910629296669,0.909108937070333,1.81782125859334,1905.68812797462,176.444381279746,1729.24374669487
"215",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,72,0.639769751571656,0.0802055091033967,0.919794490896603,1.60411018206793,1929.64654390029,162.332477197903,1767.31406670239
"216",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,72,0.663649672256536,0.104861459507028,0.895138540492972,2.09722919014056,1874.36466292181,194.894421370354,1679.47024155146
"217",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,73,0.652331401475237,0.0905558482613277,0.909444151738672,1.81111696522655,1905.80545310854,176.255387249737,1729.5500658588
"218",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,73,0.642355129883552,0.0798657003438923,0.920134299656108,1.59731400687785,1929.67981684133,162.175157069211,1767.50465977212
"219",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,73,0.665391069302694,0.104550032315465,0.895449967684535,2.09100064630929,1874.5521680434,194.687436477935,1679.86473156546
"220",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,74,0.654481970404558,0.0902300044841578,0.909769995515842,1.80460008968316,1905.91949843054,176.071676528168,1729.84782190238
"221",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,74,0.644873571033834,0.0795346894588607,0.920465310541139,1.59069378917721,1929.71222832382,162.021910063137,1767.69031826068
"222",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,74,0.66707601161193,0.104248701351071,0.895751298648929,2.08497402702141,1874.73359439488,194.487161874633,1680.24643252024
"223",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,75,0.656571848945561,0.0899133562203695,0.910086643779631,1.79826712440739,1906.03032532287,175.893150237044,1730.13717508583
"224",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,75,0.647326124681068,0.0792123384866066,0.920787661513393,1.58424676973213,1929.74379185652,161.872672308016,1767.8711195485
"225",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,75,0.668705815860427,0.103957231142696,0.896042768857304,2.07914462285391,1874.9090837495,194.293441058474,1680.61564269103
"226",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,76,0.658602150537634,0.0896057347670251,0.910394265232975,1.7921146953405,1906.13799283154,175.719713261649,1730.41827956989
"227",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,76,0.64971379950495,0.0788985148514851,0.921101485148515,1.5779702970297,1929.77452042079,161.727382425742,1768.04713799505
"228",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,76,0.67028175313059,0.103675394373069,0.896324605626931,2.07350788746138,1875.07877297121,194.106122946821,1680.97265002439
"229",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,77,0.660573946177661,0.0893069778518695,0.910693022148131,1.78613955703739,1906.24255775185,175.551274112884,1730.69128363896
"230",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,77,0.652037564415514,0.0785930912049707,0.921406908795029,1.57186182409941,1929.80442648618,161.585981458195,1768.21844502799
"231",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,77,0.671805050931032,0.10340297151755,0.89659702848245,2.068059430351,1875.24279423214,193.925061636281,1681.31773259586
"232",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,78,0.662488265950215,0.0890169294014826,0.910983070598517,1.78033858802965,1906.34407470948,175.387744796556,1730.95632991293
"233",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,78,0.654298349700117,0.0782959452749025,0.921704054725098,1.56591890549805,1929.83352202517,161.448412797437,1768.38510922773
"234",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,78,0.673276895114779,0.103139750501083,0.896860249498917,2.06279501002165,1875.40127521914,193.750116174703,1681.65115904444
"235",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,79,0.664346100480785,0.0887354393210932,0.911264560678907,1.77470878642186,1906.44259623762,175.229040689232,1731.21355554838
"236",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,79,0.656497048110966,0.0780069597225455,0.921993040277455,1.56013919445091,1929.86181852717,161.314622119548,1768.54719640762
"237",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,79,0.6746984317018,0.102885526372256,0.897114473627744,2.05771052744513,1875.55433933004,193.581150344547,1681.97318898549
"238",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,80,0.666148402316105,0.0884623632854386,0.911537636714561,1.76924726570877,1906.5381728501,175.07508042033,1731.46309242977
"239",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,80,0.658634515895733,0.0777260220071324,0.922273977992867,1.55452044014265,1929.8893270118,161.184557321902,1768.7047696899
"240",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,80,0.676070768611522,0.102640100993468,0.897359899006532,2.05280201986937,1875.70210586018,193.418032456959,1682.28407340322
"241",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,81,0.667896087235407,0.0881975625400898,0.91180243745991,1.7639512508018,1906.63085311097,174.925785760103,1731.70506735087
"242",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,81,0.66071157377366,0.0774530242575692,0.922546975742431,1.54906048515138,1929.91605804145,161.058168463779,1768.85788957767
"243",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,81,0.677394977310645,0.102403282746233,0.897596717253767,2.04806565492467,1875.84469017987,193.260635155905,1682.58405502397
"244",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,82,0.669590035496146,0.0879409037127051,0.912059096287295,1.7588180742541,1906.72068370055,174.781081513223,1731.93960218733
"245",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,82,0.662729007859403,0.0771878631510094,0.922812136848991,1.54375726302019,1929.94202173313,160.935407710146,1769.00661402299
"246",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,82,0.678672094381182,0.102174886250757,0.897825113749243,2.04349772501514,1875.98220390319,193.108835231795,1682.87336867139
"247",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,83,0.67123109301757,0.0876922586337015,0.912307741366298,1.75384517267403,1906.8077094782,174.640895417681,1732.16681406052
"248",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,83,0.664687570536711,0.0769304397980226,0.923069560201977,1.53860879596045,1929.96722776978,160.816229278491,1769.15099849129
"249",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,83,0.679903123013382,0.101954732098948,0.898045267901052,2.03909464197896,1876.11475504876,192.962513444031,1683.15224160473
"250",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,84,0.672820072505247,0.0874515041658716,0.912548495834128,1.74903008331743,1906.89197354194,174.505158048718,1732.38681549323
"251",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,84,0.666587981283905,0.0766806596340979,0.923319340365902,1.53361319268196,1929.99168541083,160.700589388599,1769.29109602223
"252",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,84,0.681089034427825,0.101742646600091,0.898257353399909,2.03485293200182,1876.24244819286,192.821554351974,1683.42089384089
"253",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,85,0.674357754519505,0.0872185220424992,0.912781477957501,1.74437044084998,1906.97351728513,174.373802727561,1732.59971455756
"254",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,85,0.668430927452978,0.0764384323172426,0.923561567682757,1.52876864634485,1930.01540350227,160.588446215139,1769.42695728713
"255",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,85,0.682230769230769,0.101538461538462,0.898461538461539,2.03076923076923,1876.36538461538,192.685846153846,1683.67953846154
"256",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,86,0.675844888490536,0.0869931987135552,0.913006801286445,1.7398639742711,1907.05238045026,174.246765434702,1732.80561501555
"257",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,86,0.670217065004041,0.0762036716314513,0.923796328368549,1.52407343262903,1930.03839048609,160.479759842974,1769.55863064311
"258",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,86,0.683329238706507,0.101342013942204,0.898657986057796,2.02684027884409,1876.48366243896,192.55528053312,1683.92838190584
"259",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,87,0.677282193682749,0.0867754251995835,0.913224574800416,1.73550850399167,1907.12860118015,174.123984727525,1733.00461645262
"260",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,87,0.671947019196677,0.0759762953958365,0.924023704604164,1.51952590791673,1930.06065440916,160.374492225092,1769.68616218407
"261",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,87,0.684385326050307,0.101153145862836,0.898846854137164,2.02306291725673,1876.59737676175,192.42975251197,1684.16762424978
"262",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,88,0.678670360110803,0.0865650969529086,0.913434903047091,1.73130193905817,1907.20221606648,174.00540166205,1733.19681440443
"263",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,88,0.673621385239716,0.0757562253792267,0.924243774620773,1.51512450758453,1930.08220293162,160.272607143069,1769.80959578855
"264",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,88,0.685399887545239,0.100971704164786,0.899028295835214,2.01943408329572,1876.70661978412,192.309160311389,1684.39745947273
"265",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,89,0.680010049409597,0.0863621137258186,0.913637886274181,1.72724227451637,1907.27326019596,173.890959718617,1733.38230047735
"266",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,89,0.675240728900772,0.0755433872200518,0.924456612779948,1.51086774440104,1930.1030433347,160.174070169977,1769.92897316473
"267",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,89,0.686373753686027,0.100797540324406,0.899202459675594,2.01595080648813,1876.81148092968,192.193405217611,1684.61807571207
"268",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,90,0.681301895660348,0.0861663794454019,0.913833620554598,1.72332758890804,1907.34176719411,173.780604731318,1733.56116246279
"269",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,90,0.67680558707683,0.0753377103513476,0.924662289648652,1.50675420702695,1930.1231825281,160.078848635662,1770.04433389244
"270",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,90,0.687307730252832,0.100630510237944,0.899369489762056,2.01261020475887,1876.9120469609,192.082391454479,1684.82965550643
"271",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,91,0.682546506174769,0.085977802094732,0.914022197905268,1.71955604189464,1907.40776926684,173.67428482101,1733.73348444583
"272",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,91,0.678316468327049,0.0751391279307273,0.924860872069273,1.50278255861455,1930.14262705678,159.986911594329,1770.15571546245
"273",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,91,0.688202599337719,0.100470474037964,0.899529525962036,2.00940948075928,1877.00840208964,191.976026061432,1685.03237602821
"274",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,92,0.683744462239231,0.0857962936001165,0.914203706399884,1.71592587200233,1907.47129723996,173.571950331746,1733.89934690821
"275",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,92,0.679773853368873,0.0749475767751754,0.925052423224825,1.49895153550351,1930.16138310743,159.898229794347,1770.26315331308
"276",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,92,0.689059120326394,0.100317295917783,0.899682704082217,2.00634591835567,1877.10062808283,191.874218776823,1685.22640930601
"277",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,93,0.684896319820661,0.0856217697241422,0.914378230275858,1.71243539448284,1907.53238059655,173.473553770471,1734.05882682608
"278",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,93,0.681178195538421,0.074762997300536,0.925237002699464,1.49525994601072,1930.17945651432,159.812775650238,1770.36668086408
"279",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,93,0.689878030837621,0.100170843963466,0.899829156036534,2.00341687926931,1877.18880436366,191.776881926251,1685.41192243741
"280",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,94,0.686002610235853,0.0854541499642646,0.914545850035735,1.70908299928529,1907.59104751251,173.379049749852,1734.21199776265
"281",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,94,0.682529921216084,0.0745853334655749,0.925414666534425,1.4917066693115,1930.19685276483,159.730523216779,1770.46632954805
"282",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,94,0.690660047622597,0.100030989992978,0.899969010007022,2.00061979985956,1877.27300810839,191.683930315666,1685.58907779273
"283",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,95,0.687063840785733,0.0852933574567072,0.914706642543293,1.70586714913414,1907.64732489015,173.288394934092,1734.35892995606
"284",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,95,0.683829430218136,0.0744145327205077,0.925585467279492,1.48829065441015,1930.21357700445,159.651448165171,1770.56212883928
"285",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,95,0.691405867426435,0.099897609402128,0.900102390597872,1.99795218804256,1877.35331433914,191.595281128968,1685.75803321017
"286",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,96,0.688080495356037,0.0851393188854489,0.914860681114551,1.70278637770898,1907.70123839009,173.201547987616,1734.49969040248
"287",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,96,0.685077096155119,0.0742505459598967,0.925749454040103,1.48501091919794,1930.22963404143,159.575527761234,1770.65410628019
"288",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,96,0.692116167813761,0.099770581016913,0.900229418983087,1.99541162033826,1877.42979601273,191.510853829874,1685.91894218286
"289",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,97,0.689053034985783,0.0849919643960935,0.915008035603907,1.69983928792187,1907.75281246137,173.118469526517,1734.63434293485
"290",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,97,0.686273266757639,0.0740933274798284,0.925906672520172,1.48186654959657,1930.24502835093,159.502740845578,1770.74228750536
"291",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,97,0.69279160796033,0.0996497869519528,0.900350213048047,1.99299573903906,1877.50252410601,191.430570067833,1686.07195403818
"292",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,98,0.689981898404797,0.0848512275144247,0.915148772485575,1.69702455028849,1907.80207036995,173.039122072633,1734.76294829732
"293",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,98,0.687418264170202,0.0739428349392943,0.926057165060705,1.47885669878589,1930.25976407886,159.433067815729,1770.82669626313
"294",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,98,0.69343282941243,0.0995351124746771,0.900464887525323,1.99070224949354,1877.57156769754,191.354353587753,1686.21721410979
"295",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,99,0.690867502541511,0.084717045069468,0.915282954930532,1.69434090138936,1907.84903422569,172.963470010166,1734.88556421552
"296",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,99,0.688512385213569,0.0737990293257084,0.926200970674292,1.47598058651417,1930.27384504519,159.366490610159,1770.90735443503
"297",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,99,0.69404045681578,0.0994264458749722,0.900573554125028,1.98852891749944,1877.63699404611,191.282130143369,1686.35486390274
"298",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,100,0.691710243002153,0.0845893571208859,0.915410642879114,1.69178714241772,1907.89372500769,172.891479544755,1735.00224546293
"299",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,100,0.689555901616097,0.0736618749244998,0.9263381250755,1.47323749849,1930.28727474698,159.302992694213,1770.98428205276
"300",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,100,0.694615098615488,0.0993236783400021,0.900676321659998,1.98647356680004,1877.69886866612,191.213827414043,1686.48504125208
"301",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,101,0.692510494522371,0.0844681068905498,0.91553189310945,1.689362137811,1907.93616258831,172.823118664892,1735.11304392342
"302",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,101,0.690549060214434,0.0735313392927359,0.926468660707264,1.47062678585472,1930.30005636092,159.242559047894,1771.05749731303
"303",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,101,0.695157347728575,0.0992267038339359,0.900773296166064,1.98453407667872,1877.75725539998,191.149374924828,1686.60788047516
"304",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,102,0.693268611392288,0.0843532406981381,0.915646759301862,1.68706481396276,1907.97636575565,172.75835710561,1735.21800865004
