"","lambda_h","lambda_l","mu_f","mu_s","K_l","K_h","alpha","r_h","r_l","PB_l","PB_h","RJ","N_h","N_l","W_l","W_h","TC"
"437",25,35,30,20,20,10,0.7,10,7,0.040265518122851,0.34367619133929,12.7016060135255,7.76382184186467,12.9410825359057,0.354857232643626,0.203823244840633,35.1587513437262
"438",25,35,30,20,20,10,0.7,10,8,0.0428455695339703,0.339551795340858,12.5340081914296,7.70478036559041,13.4013031701695,0.366489048667033,0.203544334389888,34.9483574574634
"439",25,35,30,20,20,10,0.7,10,9,0.0458244311376555,0.334918391311159,12.3457264588891,7.63845234708962,13.8654410201345,0.378001859226118,0.203207766995817,34.7172985661597
"440",25,35,30,20,20,10,0.7,10,10,0.0492940122883468,0.329601070502777,12.1296532721222,7.56233393594042,14.3319580279576,0.389299380366041,0.202791223006199,34.4553015161312
"441",25,35,30,20,20,10,0.7,10,11,0.0533807905139983,0.323387301210283,11.8771522511669,7.47338270225771,14.7997071119669,0.400276772770127,0.202263425570519,34.1509188047879
"442",25,35,30,20,20,10,0.7,10,12,0.0582615519816692,0.315997393468924,11.5768579914955,7.36759483350157,15.2677044413106,0.41080526529607,0.201578162799199,33.7898079116526
"443",25,35,30,20,20,10,0.7,10,13,0.0641896680137237,0.307041432515247,11.2129260239582,7.23938862916017,15.7349434606883,0.420712076106628,0.20066385495713,33.3524543252746
"444",25,35,30,20,20,10,0.7,10,14,0.07154054284846,0.295948706206411,10.7621650467938,7.08059424146582,16.200199730571,0.429749389931212,0.199404061461258,32.8106062092791
"445",25,35,30,20,20,10,0.7,10,15,0.0808943628839068,0.281841735754569,10.1889180731768,6.87865040252532,16.6617602806055,0.437540508519472,0.197598385337149,32.1210215914945
"446",25,35,30,20,20,10,0.7,10,16,0.0931971880782792,0.263292716446215,9.43516522323797,6.61311782907177,17.116954791491,0.443477221041743,0.194877282867063,31.2134490527799
"447",25,35,30,20,20,10,0.7,10,17,0.110102858966586,0.237807712953812,8.39956362653001,6.24829538485973,17.5612014426062,0.446504655911061,0.190496101981055,29.9652086150309
"448",25,35,30,20,20,10,0.7,10,18,0.134786756314772,0.200599813501387,6.88759365193035,5.71565756017683,17.9857658142811,0.444614936581058,0.182763908782703,28.1407135040673
"449",25,35,30,20,20,10,0.7,10,19,0.174217847596462,0.14116432861616,4.47238962550743,4.86482782121995,18.3715266529163,0.433453680639549,0.167123506720169,25.2224459815501
"450",25,35,30,20,20,10,0.7,10,20,0.137903652684359,0.0311037941521673,12.754258226662,3.2892913216308,18.6668320240884,0.459788791540606,0.127479275258252,18.5443626136376
"451",25,35,30,20,10,15,0.7,1,1,0.344194161705106,0.0125183767196343,2.36583793977641,4.47169745038454,8.34975236141953,0.156451895626729,0.176628762284976,26.370319055943
"452",25,35,30,20,10,15,0.7,1,2,0.344512987021341,0.0125089452157243,2.34522017013195,4.46832841676845,8.35689723449735,0.156509645886008,0.176497373655889,26.3815401584755
"453",25,35,30,20,10,15,0.7,1,3,0.345122811902114,0.0124943356909638,2.31328297125005,4.46310973897291,8.36929162793368,0.156595947647782,0.176293845906743,26.4070383772596
"454",25,35,30,20,10,15,0.7,1,4,0.346185788689221,0.0124714412230548,2.26323444558675,4.45493159127297,8.38846532726047,0.156699938344303,0.175974886951187,26.4545029313027
"455",25,35,30,20,10,15,0.7,1,5,0.347965050718694,0.012435243017392,2.18410324095336,4.44200120679932,8.41620588563895,0.156790296508103,0.175470553692369,26.5364358439759
"456",25,35,30,20,10,15,0.7,1,6,0.350892611122691,0.0123775219541871,2.05792192393808,4.42138262845265,8.45434465313675,0.156793645213327,0.174666274716045,26.6733830084653
"457",25,35,30,20,10,15,0.7,1,7,0.355692120835737,0.0122845293575155,1.85463515704271,4.3881646828073,8.50420903233504,0.156552253874096,0.17337032579743,26.8997754176697
"458",25,35,30,20,10,15,0.7,1,8,0.363615616903799,0.012132495159846,1.52228030721609,4.33385644865554,8.56536966695346,0.155739071185574,0.17125103825075,27.275194014875
"459",25,35,30,20,10,15,0.7,1,9,0.376942948042189,0.0118781526542683,0.9662740497978,4.2430025976181,8.63280450150927,0.1536779920811,0.167704142602045,27.9081333351599
"460",25,35,30,20,10,15,0.7,1,10,0.376511049768568,0.0114361350337447,2.6460012950751,4.08510919730043,8.69004945795227,0.15480428039994,0.1615356534757,28.6805200723811
"461",25,35,30,20,10,15,0.7,2,1,0.326320475217973,0.0143361842912602,3.62853228313505,5.03066667688641,8.31840325497329,0.160112512907305,0.198341844491946,25.902775022396
"462",25,35,30,20,10,15,0.7,2,2,0.326664985937635,0.0143098018005382,3.59552259578364,5.0220646983622,8.32651351834464,0.160186659913287,0.198007997915966,25.9081883790905
"463",25,35,30,20,10,15,0.7,2,3,0.327318891837092,0.0142693308126587,3.54488542620086,5.00886918273551,8.34046915939199,0.160299315335382,0.197495838854789,25.9252719029117
"464",25,35,30,20,10,15,0.7,2,4,0.328450251958729,0.0142064538213395,3.46621393733666,4.98836821735304,8.36188672795844,0.160440655008861,0.196700047785175,25.9598868068312
"465",25,35,30,20,10,15,0.7,2,5,0.33033059182897,0.0141078080144628,3.3427886217423,4.9562048738235,8.39263405622634,0.160579722326546,0.19545134747933,26.0215532276846
"466",25,35,30,20,10,15,0.7,2,6,0.333404156290157,0.0139515983566939,3.14733960146008,4.90527290778738,8.43459311683006,0.160641849001788,0.193473460413918,26.1258904098832
"467",25,35,30,20,10,15,0.7,2,7,0.338413691598933,0.0137014470688706,2.83435111646024,4.82371138926613,8.4890728315078,0.160464410181287,0.190304782519624,26.2990487301207
"468",25,35,30,20,10,15,0.7,2,8,0.346644956539598,0.0132944386326472,2.32510347298742,4.69100679118791,8.5554849217777,0.159707692082654,0.185145699571085,26.5863251198304
"469",25,35,30,20,10,15,0.7,2,9,0.360448495020785,0.0126156100118786,1.47575529078266,4.46967555756786,8.62835506330976,0.157665070463851,0.176531514954158,27.0705481222979
"470",25,35,30,20,10,15,0.7,2,10,0.332368219230937,0.0114361350337447,4.04065581379249,4.08510919730043,8.69004945795227,0.165764376988112,0.1615356534757,26.2900412134233
"471",25,35,30,20,10,15,0.7,3,1,0.305445024340903,0.0168376110903404,4.36302994609125,5.67797299654728,8.21936551677877,0.163108606183986,0.223294779817998,25.0144155757938
"472",25,35,30,20,10,15,0.7,3,2,0.305908678817847,0.0167818041059464,4.31795198192721,5.66151584219632,8.23087623880841,0.163227993230895,0.222660215695595,25.0197265657919
"473",25,35,30,20,10,15,0.7,3,3,0.306768737143105,0.0166986801272836,4.2508087780429,5.63700306548972,8.25020813009234,0.163408634310175,0.221714902176904,25.0394991569709
"474",25,35,30,20,10,15,0.7,3,4,0.308224166145619,0.0165728399765884,4.14916168377633,5.59989353868005,8.27917806708163,0.163638151742409,0.220283495967103,25.0801615478511
"475",25,35,30,20,10,15,0.7,3,5,0.310592804273731,0.0163799277218073,3.99333725064746,5.54300483939631,8.31981609759609,0.163878316708628,0.218088432830615,25.1520970699436
"476",25,35,30,20,10,15,0.7,3,6,0.314390105898205,0.016080660832075,3.75160510408339,5.45475277829802,8.37405937333596,0.164038227433,0.214681469957895,25.2722442017788
"477",25,35,30,20,10,15,0.7,3,7,0.320474292469962,0.0156098317104893,3.3712939566403,5.31590801520973,8.44305637947168,0.163922110285043,0.209317103428155,25.4688912239609
"478",25,35,30,20,10,15,0.7,3,8,0.330335118501423,0.0148544332668285,2.76112258933439,5.09314541804048,8.52565388375369,0.163123742793194,0.200699585172398,25.7912165429582
"479",25,35,30,20,10,15,0.7,3,9,0.346730056677607,0.0136054737729455,1.75227841115608,4.72483454455201,8.61499701484353,0.160797674617412,0.186422037282984,26.330308667003
"480",25,35,30,20,10,15,0.7,3,10,0.295582527116244,0.0114361350337447,4.79694424878968,4.08510919730043,8.69004945795227,0.174897790811588,0.1615356534757,24.0950136656581
"481",25,35,30,20,10,15,0.7,4,1,0.292127120633108,0.0200964111366523,4.83150909111471,6.37368398319466,8.15065449817457,0.164846493381358,0.249823832376531,24.5797298064637
"482",25,35,30,20,10,15,0.7,4,2,0.292678517114918,0.0199993380908893,4.77735269961716,6.3480313455324,8.16483789044408,0.165004721262435,0.248842996817661,24.5833139466944
"483",25,35,30,20,10,15,0.7,4,3,0.293686240313564,0.0198575234957363,4.69823530225098,6.31055525321358,8.18828544042098,0.16524281928027,0.24740973016007,24.6027041102233
"484",25,35,30,20,10,15,0.7,4,4,0.295367409255965,0.0196464284831471,4.58046683155856,6.25477103600168,8.22288485134056,0.165546075891142,0.245275484966577,24.6442362545877
"485",25,35,30,20,10,15,0.7,4,5,0.29806688248483,0.0193276156417259,4.40260331734874,6.17052117818816,8.27070039758779,0.165870814688936,0.242050388661881,24.718164040743
"486",25,35,30,20,10,15,0.7,4,6,0.3023415128835,0.0188394932253084,4.13028314366437,6.04152937222623,8.3336238411824,0.166114954321066,0.237108400821907,24.8412083370149
"487",25,35,30,20,10,15,0.7,4,7,0.309117047416264,0.0180800956242819,3.70662039093781,5.84085006575537,8.41261686234246,0.166060959337454,0.229409877521577,25.0413097925611
"488",25,35,30,20,10,15,0.7,4,8,0.320004775831369,0.0168723482537179,3.03282635350625,5.52168931993631,8.50609463712603,0.165260106559203,0.21714101819126,25.3672243380235
"489",25,35,30,20,10,15,0.7,4,9,0.338012350590789,0.0148861109234134,1.92471806637487,4.99680389839523,8.60629292238936,0.162778846337705,0.196896836852047,25.9100654488626
"490",25,35,30,20,10,15,0.7,4,10,0.264927783687334,0.0114361350337447,5.26920501643829,4.08510919730043,8.69004945795227,0.182508968997819,0.1615356534757,22.1868342450959
"491",25,35,30,20,10,15,0.7,5,1,0.282690595488395,0.0242613760951337,5.16336035894815,7.09351453023922,8.09909791774767,0.165987402984593,0.276856644255392,24.4166222023725
"492",25,35,30,20,10,15,0.7,5,2,0.283310206128735,0.0241090529173201,5.10203601780658,7.05778421856157,8.11545498671484,0.166178964617148,0.27550510901429,24.4170007759472
"493",25,35,30,20,10,15,0.7,5,3,0.284430624902808,0.0238896226581918,5.01369479317669,7.0063126587983,8.14219147991994,0.166465796263085,0.273557379726172,24.4334961642102
"494",25,35,30,20,10,15,0.7,5,4,0.286280915320682,0.0235669371959421,4.88378368147017,6.93062061832535,8.18121081094631,0.166831036901633,0.270691484699375,24.4719264495484
"495",25,35,30,20,10,15,0.7,5,5,0.289223750984896,0.0230847561260415,4.68966065405549,6.81751583571833,8.23456310040179,0.167226624936622,0.266405405810614,24.5417787144783
"496",25,35,30,20,10,15,0.7,5,6,0.293843355490898,0.0223533486576343,4.39520066608832,6.64595023956498,8.30406660796758,0.167542051761785,0.259895639867948,24.6585717249895
"497",25,35,30,20,10,15,0.7,5,7,0.301110494494463,0.0212243919564871,3.94068988927171,6.38113187520588,8.39051033294626,0.16754398907234,0.249827849246419,24.8482972482717
"498",25,35,30,20,10,15,0.7,5,8,0.312718765679449,0.0194398434077555,3.22224201051182,5.96253191710803,8.49197224127066,0.16675351896561,0.233864849213028,25.1564789566413
"499",25,35,30,20,10,15,0.7,5,9,0.33184905527981,0.0165157524163005,2.04502160280424,5.27663050671076,8.60003370651833,0.164174875589592,0.207579319346785,25.668766600872
"500",25,35,30,20,10,15,0.7,5,10,0.239382164163242,0.0114361350337447,5.59912503722215,4.08510919730043,8.69004945795227,0.188851617486344,0.1615356534757,20.5648694184991
"501",25,35,30,20,10,15,0.7,6,1,0.275074627430842,0.0295602925751358,5.43110883334078,7.82120944601225,8.05562779318404,0.166849399407211,0.303600488259869,24.4336905016279
"502",25,35,30,20,10,15,0.7,6,2,0.275753165833246,0.0293347258367526,5.36351520850371,7.77471128765924,8.07392921085748,0.167071933435715,0.301865690543034,24.4293040204028
"503",25,35,30,20,10,15,0.7,6,3,0.276969594005711,0.0290135023882782,5.26725696838959,7.70849452679759,8.10356909170629,0.167403624296548,0.299393764097373,24.4405691034429
"504",25,35,30,20,10,15,0.7,6,4,0.278961983725296,0.0285457823470426,5.1270993670399,7.61207906812608,8.1464390420044,0.167825492758561,0.295791452633555,24.4724413357141
"505",25,35,30,20,10,15,0.7,6,5,0.282106528683304,0.0278528952832638,4.91946792022629,7.46924784822516,8.20455198280392,0.168285551529526,0.290448306802552,24.5331290392569
"506",25,35,30,20,10,15,0.7,6,6,0.287008339790908,0.0268097394527597,4.60687447511509,7.25421248733234,8.27964053064335,0.168666132796511,0.28238915762448,24.6361571187745
"507",25,35,30,20,10,15,0.7,6,7,0.294672847204732,0.0252097348081848,4.12741498362194,6.92438872935161,8.37232991637337,0.168720903490808,0.269993069031035,24.804276235776
"508",25,35,30,20,10,15,0.7,6,8,0.306857888206841,0.02269289537935,3.37321557750732,6.40556933625359,8.4804080411481,0.167946512528831,0.250408336858433,25.0775022549905
"509",25,35,30,20,10,15,0.7,6,9,0.326881896266983,0.0185807900597179,2.14097670107525,5.55790302832613,8.59492359909738,0.165297104992988,0.218185311959381,25.5315694830755
"510",25,35,30,20,10,15,0.7,6,10,0.218094147893165,0.0114361350337447,5.86260564712247,4.08510919730043,8.69004945795227,0.194137157893449,0.1615356534757,19.2075056926253
"511",25,35,30,20,10,15,0.7,7,1,0.267984199702132,0.0363236253147753,5.68029976376566,8.54498314142568,8.01357803191802,0.167601878179539,0.329383935019018,24.5874048897895
"512",25,35,30,20,10,15,0.7,7,2,0.268720849002713,0.0360000781915341,5.60645364159902,8.48700303301193,8.0338569133997,0.167856916081846,0.327258810408469,24.5763446658568
"513",25,35,30,20,10,15,0.7,7,3,0.270030824484195,0.0355443059782762,5.50242857655368,8.40532799887182,8.06641616631854,0.168235290236997,0.324262657945286,24.5798258691503
"514",25,35,30,20,10,15,0.7,7,4,0.272160028163406,0.0348868293292955,5.35236666144233,8.28750724062948,8.11311420976947,0.168715680512734,0.319935295598413,24.6015953448782
"515",25,35,30,20,10,15,0.7,7,5,0.275496521131792,0.0339206762713864,5.13185270344048,8.11437122730113,8.17590696014467,0.16924208672936,0.31356505071016,24.6480775041427
"516",25,35,30,20,10,15,0.7,7,6,0.280663889682948,0.0324762439438584,4.80217668885711,7.85552688306027,8.25642538326533,0.169689854866316,0.304016355027939,24.7300283375171
"517",25,35,30,20,10,15,0.7,7,7,0.288698528133406,0.0302736858204959,4.29946668288465,7.46082530914169,8.3551227391427,0.169800317199379,0.289398345110845,24.8656956523354
"518",25,35,30,20,10,15,0.7,7,8,0.301416398747645,0.0268245243362669,3.51223297860917,6.8427306254717,8.46950327177816,0.169047317040497,0.266367105251289,25.0873701639437
"519",25,35,30,20,10,15,0.7,7,9,0.322262283670737,0.021203941379568,2.22939587126546,5.83551410036945,8.59011711115692,0.166338467254755,0.228471128058623,25.4565508791439
"520",25,35,30,20,10,15,0.7,7,10,0.200354134334768,0.0114361350337447,6.10570515002602,4.08510919730043,8.69004945795227,0.198541774899369,0.1615356534757,18.0881354183905
"521",25,35,30,20,10,15,0.7,8,1,0.260470635632752,0.0450314611560055,5.9442563424691,9.25562040311619,7.96726787915846,0.168343672869076,0.353553051698341,24.8635881229903
"522",25,35,30,20,10,15,0.7,8,2,0.261272415971822,0.0445740264775817,5.86331922107934,9.18521861204229,7.98983385814185,0.168637447508905,0.35103185737707,24.8432305040516
"523",25,35,30,20,10,15,0.7,8,3,0.262685992744561,0.0439371417323822,5.75063074256015,9.08719843804895,8.02573154368288,0.169070979589406,0.347517316493044,24.835696810791
"524",25,35,30,20,10,15,0.7,8,4,0.264964932906167,0.043027514527172,5.58968403038429,8.94720165276583,8.07675819569993,0.16962001435077,0.342489032146956,24.8431172335348
"525",25,35,30,20,10,15,0.7,8,5,0.268509089046096,0.0417022807676688,5.35520113977288,8.7432406619155,8.1447841258802,0.170223873136086,0.33514510340052,24.8695542076959
"526",25,35,30,20,10,15,0.7,8,6,0.273960603980684,0.0397356166310957,5.00722548015917,8.44055989854915,8.23130881729107,0.170750128061557,0.324206761850744,24.9221210249674
"527",25,35,30,20,10,15,0.7,8,7,0.282387342368935,0.0367551560395452,4.47987171343792,7.98185011162755,8.3365829477146,0.170926784133466,0.307539038611617,25.0131492093651
"528",25,35,30,20,10,15,0.7,8,8,0.295665166249503,0.0321096795695847,3.6579150260743,7.26688493888679,8.45779667303763,0.170203451817127,0.281341903681204,25.1647251411615
"529",25,35,30,20,10,15,0.7,8,9,0.317371058383579,0.024560182224481,2.32212958637438,6.10497448506119,8.58497002364226,0.167438542887075,0.238201407969291,25.4192812410297
"530",25,35,30,20,10,15,0.7,8,10,0.18557078970277,0.0114361350337447,6.36103930262834,4.08510919730043,8.69004945795227,0.20221228907097,0.1615356534757,17.1817024732861
"531",25,35,30,20,10,15,0.7,9,1,0.251678003467167,0.0563972156253492,6.25297877552006,9.94514249206388,7.91065469603035,0.169134769029008,0.375370565860565,25.2703271522711
"532",25,35,30,20,10,15,0.7,9,2,0.252560822074516,0.0557509195806508,6.16309491603478,9.86090705353855,7.93617094860021,0.169480145419939,0.372446096696178,25.2367322685536
"533",25,35,30,20,10,15,0.7,9,3,0.25410158727553,0.0548635222837595,6.03967981146207,9.74524751784586,7.97632083252423,0.16998642995317,0.368423556539591,25.2136089618684
"534",25,35,30,20,10,15,0.7,9,4,0.256561945896378,0.0536109665174744,5.86548015881407,9.58199480244407,8.0327921964038,0.170625239986091,0.362731791996785,25.2009360833591
"535",25,35,30,20,10,15,0.7,9,5,0.260354492922878,0.0518044879241578,5.6142434858114,9.34654617523538,8.10731993803341,0.17132979333152,0.354494125470712,25.1996846883148
"536",25,35,30,20,10,15,0.7,9,6,0.266141758512058,0.0491467298617903,5.24461480839134,9.00014545421249,8.20121774544464,0.171958035220906,0.3423127094743,25.2122457433502
"537",25,35,30,20,10,15,0.7,9,7,0.275026736050681,0.0451476552681833,4.68844204237878,8.47892332257281,8.31447300500614,0.172222018070223,0.323844792614397,25.2433024482949
"538",25,35,30,20,10,15,0.7,9,8,0.288953278167992,0.0389481841594512,3.82624832389441,7.67091100104784,8.44389188831634,0.171542904191178,0.294885717868331,25.3016960290116
"539",25,35,30,20,10,15,0.7,9,9,0.311651016510394,0.0289043184346464,2.42939401401144,6.36183686890876,8.57887315736256,0.168721674781622,0.247118092408822,25.4048190449743
"540",25,35,30,20,10,15,0.7,9,10,0.173251335842772,0.0114361350337447,6.65693289749635,4.08510919730043,8.69004945795227,0.205271050880637,0.1615356534757,16.4678992528822
"541",25,35,30,20,10,15,0.7,10,1,0.240634195642218,0.0715193943722573,6.6404206599337,10.6054755975906,7.83559536397549,0.170002376462496,0.393879136232845,25.8382744734969
"542",25,35,30,20,10,15,0.7,10,2,0.241626468677469,0.0705947726250217,6.53823117453353,10.5051336281297,7.86528193241504,0.170423475255226,0.390541044330258,25.7850397676484
"543",25,35,30,20,10,15,0.7,10,3,0.243336231789563,0.0693476948500349,6.400403747847,10.369798026964,7.9113502117991,0.171035201796924,0.386027057509345,25.7392411935614
"544",25,35,30,20,10,15,0.7,10,4,0.246033812080878,0.0676137010917578,6.20876221402497,10.1816212408799,7.97528536537844,0.171802728700044,0.37972816582678,25.6979457963746
"545",25,35,30,20,10,15,0.7,10,5,0.250146149471537,0.0651446253549932,5.93587918947102,9.91367175460003,8.05859420045058,0.172650511172977,0.370713972890169,25.6580468426253
"546",25,35,30,20,10,15,0.7,10,6,0.256359377049523,0.0615511727589182,5.5387296819014,9.52370243824732,8.16230689630381,0.173423513859438,0.357500295366649,25.6157941008647
"547",25,35,30,20,10,15,0.7,10,7,0.265818123023955,0.0561920892525753,4.94644209255255,8.94212300304666,8.28604098562572,0.173813174957918,0.337585857166078,25.5659690869041
"548",25,35,30,20,10,15,0.7,10,8,0.280548616572178,0.047939535659277,4.03436728200675,8.04653788068888,8.4260975979505,0.173204787821238,0.306431623640955,25.5001950696145
"549",25,35,30,20,10,15,0.7,10,9,0.304469344527017,0.0346192642848924,2.56220671341905,6.60099296737203,8.57109630080715,0.17032743509207,0.254898857891675,25.4028969825102
"550",25,35,30,20,10,15,0.7,10,10,0.162985124292773,0.0114361350337447,7.02426456985298,4.08510919730043,8.69004945795227,0.207820019055359,0.1615356534757,15.9334400741955
"551",25,35,30,20,10,15,0.7,11,1,0.225996933511372,0.0921705210775664,7.15320459788015,11.2264494216507,7.728723000504,0.170915865783751,0.407668069144248,26.6287275471113
"552",25,35,30,20,10,15,0.7,11,2,0.227148030537748,0.0908103585771738,7.03269187550196,11.1061365828259,7.76484735691545,0.171459359210453,0.403903373493297,26.5445092019688
"553",25,35,30,20,10,15,0.7,11,3,0.229097842868401,0.0890200127325649,6.87406417353987,10.9477719822868,7.81987012717846,0.172238707129452,0.398928047241215,26.4640794169951
"554",25,35,30,20,10,15,0.7,11,4,0.232125466477462,0.0865806202594912,6.65792983091969,10.7319961221535,7.89487838044838,0.173207887245828,0.392112529650999,26.3804144365489
"555",25,35,30,20,10,15,0.7,11,5,0.236673940816192,0.0831658365115824,6.35537415417188,10.4299422671435,7.99096806668211,0.174277547525832,0.382501095749161,26.2849069491176
"556",25,35,30,20,10,15,0.7,11,6,0.243457334805465,0.078266570972608,5.92129085340081,9.9965789410849,8.10870526471301,0.175273756921227,0.368567239436368,26.1657035050183
"557",25,35,30,20,10,15,0.7,11,7,0.253671452071402,0.0710444780926427,5.28140107994983,9.35775049492944,8.24715283889083,0.175859588651275,0.34771735979584,26.0046121115086
"558",25,35,30,20,10,15,0.7,11,8,0.269446953591439,0.0600182671450405,4.30445994355755,8.38242972244542,8.40190907935579,0.175372579244889,0.315173232641567,25.7705825377556
"559",25,35,30,20,10,15,0.7,11,9,0.294948273245569,0.0423041995227314,2.73496327463778,6.81553623570494,8.56056841209187,0.172446958312709,0.261088417237411,25.4039270124423
"560",25,35,30,20,10,15,0.7,11,10,0.154429948001108,0.0114361350337447,7.50400594791263,4.08510919730043,8.69004945795227,0.209944159200961,0.1615356534757,15.5748732508379
"561",25,35,30,20,10,15,0.7,12,1,0.20562996708547,0.121382079585802,7.86478148072491,11.7914448988843,7.56422439029029,0.171679805082508,0.414406991829452,27.7545652605776
"562",25,35,30,20,10,15,0.7,12,2,0.207029352803166,0.119280481870229,7.71444754289112,11.6441396247164,7.61137096882962,0.172445536091658,0.410208841572641,27.6169499042536
"563",25,35,30,20,10,15,0.7,12,3,0.209343565184979,0.116610328683786,7.52344303229275,11.456983136924,7.68130764314799,0.173522151881393,0.404839222704106,27.4796376166479
"564",25,35,30,20,10,15,0.7,12,4,0.212858256469354,0.113076100597536,7.2706285086226,11.209261875448,7.77427314829259,0.174841569160872,0.397670490079827,27.3294374088694
"565",25,35,30,20,10,15,0.7,12,5,0.21803331161247,0.108245740256649,6.92509754148218,10.8706920582696,7.89056348825364,0.176290222869179,0.387759437972804,27.1500007540174
"566",25,35,30,20,10,15,0.7,12,6,0.225615684302279,0.101450952856566,6.4390448878135,10.3944315382543,8.02992808889269,0.177664296234831,0.373596262171843,26.9184920520759
"567",25,35,30,20,10,15,0.7,12,7,0.2368655397356,0.0915914323265224,5.73376217102538,9.70335761669465,8.19054515757795,0.178585350231413,0.352584527768205,26.5993525309779
"568",25,35,30,20,10,15,0.7,12,8,0.254050976841992,0.0767099400317043,4.66924191534264,8.66028344209331,8.36698715384749,0.178324168405375,0.319838144743711,26.1309863739903
"569",25,35,30,20,10,15,0.7,12,9,0.281671856998655,0.0529441149348523,2.969197208306,6.99448824457467,8.54545101898119,0.175383941759249,0.264966850201737,25.3929907976658
"570",25,35,30,20,10,15,0.7,12,10,0.14730063442472,0.0114361350337447,8.15893663992868,4.08510919730043,8.69004945795227,0.211714275988963,0.1615356534757,15.4036406698564
"571",25,35,30,20,10,15,0.7,13,1,0.175762018800187,0.164695542578868,8.90182517813363,12.2645780439945,7.2832744865568,0.171518613123534,0.409786268341518,29.4275737089587
"572",25,35,30,20,10,15,0.7,13,2,0.17758437832117,0.161167859826749,8.69692542257353,12.0763052871428,7.35219188609319,0.172758784591525,0.405199720375981,29.1851502419563
"573",25,35,30,20,10,15,0.7,13,3,0.180493246230779,0.156927657983204,8.45064014628391,11.8500053200575,7.45042973990889,0.174447928295383,0.399616469523695,28.9440427723624
"574",25,35,30,20,10,15,0.7,13,4,0.18477124316239,0.151558553690172,8.13878439435781,11.5634557241603,7.57619982433419,0.176466741838437,0.392436603957849,28.6802697164473
"575",25,35,30,20,10,15,0.7,13,5,0.190891827139663,0.144476556354562,7.72743801632193,11.1854888671376,7.72808327802919,0.178653009737106,0.38277791817885,28.3655637792022
"576",25,35,30,20,10,15,0.7,13,6,0.199639188868833,0.13479391740687,7.1650375702027,10.6687255251997,7.9042747393525,0.18075062119405,0.369225848716775,27.9614140297754
"577",25,35,30,20,10,15,0.7,13,7,0.212356009371378,0.121051323380065,6.36682119001305,9.93528200277243,8.10145630061467,0.182316096300558,0.349304118727307,27.4081566068771
"578",25,35,30,20,10,15,0.7,13,8,0.231498787992893,0.100628063603255,5.18056912879949,8.84529072740375,8.31264718010252,0.182522269511321,0.318208249979891,26.6015547230346
"579",25,35,30,20,10,15,0.7,13,9,0.262049438504054,0.0682514113494253,3.30002356991128,7.11734578286599,8.52209940247211,0.179682515405102,0.26526307552494,25.3339489873948
"580",25,35,30,20,10,15,0.7,13,10,0.14135953977773,0.0114361350337447,9.09619386892449,4.08510919730043,8.69004945795227,0.213189373312298,0.1615356534757,15.4566876785297
"581",25,35,30,20,10,15,0.7,14,1,0.12933931867224,0.232686090138502,10.4831595983824,12.538873380918,6.72051780064452,0.167179731633843,0.384850078366818,32.0496198678192
"582",25,35,30,20,10,15,0.7,14,2,0.131940670895796,0.225872637088244,10.1603278233065,12.2785373942474,6.84288606519224,0.169715173911065,0.380206070936884,31.5565459404153
"583",25,35,30,20,10,15,0.7,14,3,0.135872808290807,0.218444949984165,9.80839270394321,11.9947320701837,7.00644257953843,0.172984501432236,0.374981736921558,31.095748297272
"584",25,35,30,20,10,15,0.7,14,4,0.141386180730091,0.209714451810373,9.39472841331813,11.6611474928137,7.20374584280676,0.176721020889773,0.368625453555136,30.61636276521
"585",25,35,30,20,10,15,0.7,14,5,0.148955206896903,0.198828531479694,8.87893694051193,11.24520615012,7.42926916655518,0.180646881164519,0.360373533004207,30.0668636633521
"586",25,35,30,20,10,15,0.7,14,6,0.159404320897613,0.184562605291312,8.20299564605724,10.7001177870495,7.67803110558078,0.184403422038998,0.349011046853908,29.3831840999155
"587",25,35,30,20,10,15,0.7,14,7,0.174186409644347,0.164932623780639,7.27289724675022,9.95007363657072,7.94410853397783,0.187438651160549,0.332359275395222,28.4695833050361
"588",25,35,30,20,10,15,0.7,14,8,0.196031769982285,0.136339129302645,5.91809396126999,8.85754162051638,8.21819383888567,0.188776192988326,0.305996484328529,27.1586583547209
"589",25,35,30,20,10,15,0.7,14,9,0.230665373633133,0.0913375676603082,3.78585148171926,7.13807193818937,8.48191060466577,0.186440786454792,0.259443912382834,25.108718365661
"590",25,35,30,20,10,15,0.7,14,10,0.136408627571906,0.0114361350337447,10.5155841053393,4.08510919730043,8.69004945795227,0.214418621081743,0.1615356534757,15.8200647918832
"591",25,35,30,20,10,15,0.7,15,1,0.0564852219885667,0.339041868904235,12.7103264038769,12.1176172499395,5.27261532113089,0.142136870693043,0.320369506034153,35.9899549373183
"592",25,35,30,20,10,15,0.7,15,2,0.0601545820159205,0.322742429359199,12.0779467615244,11.7179741244906,5.57379279746762,0.149671532042646,0.31744346753537,34.7076210574998
"593",25,35,30,20,10,15,0.7,15,3,0.0653191613582776,0.308346286510718,11.5194105222491,11.3649975999616,5.93601164095302,0.158522181107228,0.314425711752408,33.709820478956
"594",25,35,30,20,10,15,0.7,15,4,0.0721778638122116,0.293729736905353,10.9523230229318,11.0066169604661,6.3341780488293,0.167914017378817,0.310945850258016,32.8095871448786
