"","lambda_h","lambda_l","mu_f","mu_s","K_l","K_h","alpha","r_h","r_l","PB_l","PB_h","RJ","N_h","N_l","W_l","W_h","TC"
"979",25,35,30,20,20,15,0.7,8,14,0.263663885586516,0.0428723925675859,5.56223721564673,8.92332750350504,18.0258248686946,0.379230452654645,0.341630524150625,24.7680074988848
"980",25,35,30,20,20,15,0.7,8,15,0.267403140000829,0.0415776190100454,5.33314386190275,8.72405451047339,18.101779782313,0.378894486540543,0.334453163832562,24.8130092687537
"981",25,35,30,20,20,15,0.7,8,16,0.273007745752699,0.039637188632705,4.98980992504352,8.42541127142188,18.1946936864093,0.377925753669196,0.323658066221936,24.8803821097528
"982",25,35,30,20,20,15,0.7,8,17,0.281549579911115,0.0366800417476316,4.46658121569151,7.9702895961367,18.3050388962944,0.375750368136746,0.307117561640388,24.9828966994718
"983",25,35,30,20,20,15,0.7,8,18,0.294905261694695,0.0320565454082085,3.64851362676617,7.25870729013269,18.4301575857636,0.371285918281701,0.281040728411266,25.1428517311716
"984",25,35,30,20,20,15,0.7,8,19,0.316646665484271,0.0245302268572727,2.31682937345576,6.10036418417407,18.5601342648487,0.362375132541256,0.238028834672972,25.4025434957017
"985",25,35,30,20,20,15,0.7,8,20,0.185178615198337,0.0114361350337447,6.34759625245767,4.08510919730043,18.6668320240884,0.434575254849363,0.1615356534757,17.1940013260461
"986",25,35,30,20,20,15,0.7,9,1,0.246562260702397,0.0572529982888021,6.37199706335072,10.0566815128109,17.6931059446915,0.38087582126061,0.379236253734676,25.0809721943697
"987",25,35,30,20,20,15,0.7,9,2,0.246585673227896,0.057235584026945,6.36957516849518,10.0544118130407,17.6947255819104,0.380898850334634,0.379157667234956,25.0800436493526
"988",25,35,30,20,20,15,0.7,9,3,0.246626155386103,0.0572119472640776,6.36628787702917,10.051331099331,17.6974081136115,0.38093612543579,0.37905099498169,25.079393781922
"989",25,35,30,20,20,15,0.7,9,4,0.246689817746454,0.0571791609160915,6.36172810365659,10.0470578681656,17.7014229477596,0.380990347054969,0.378903021183539,25.0790185470264
"990",25,35,30,20,20,15,0.7,9,5,0.24678565588691,0.0571330703690262,6.35531804391694,10.0410506250829,17.7071378703936,0.381064863919102,0.378694982925642,25.0789346725509
"991",25,35,30,20,20,15,0.7,9,6,0.246926772125264,0.0570677475626868,6.34623325066413,10.0325367322889,17.7150426938293,0.38116355381088,0.378400098345491,25.0791845209061
"992",25,35,30,20,20,15,0.7,9,7,0.247132152722727,0.0569747018773144,6.33329288784073,10.0204095590306,17.7257774595393,0.381290511922268,0.377979988468649,25.0798438696223
"993",25,35,30,20,20,15,0.7,9,8,0.247429260931092,0.0568417328901411,6.31480017717504,10.0030789548335,17.7401646168614,0.381449394197584,0.377379464512155,25.0810338245226
"994",25,35,30,20,20,15,0.7,9,9,0.247857842725557,0.0566512500146372,6.28830870139303,9.97825223853027,17.7592435184103,0.381642163757122,0.376518871050247,25.0829387350699
"995",25,35,30,20,20,15,0.7,9,10,0.248475563630332,0.0563777864960386,6.25027666223436,9.94261018316138,17.7843037698407,0.381866824767328,0.375282713161671,25.0858330366099
"996",25,35,30,20,20,15,0.7,9,11,0.249366468370773,0.0559842708533488,6.1955483298812,9.89132105180978,17.816911057893,0.382113453431715,0.373502506197913,25.0901217099208
"997",25,35,30,20,20,15,0.7,9,12,0.250653911885204,0.0554163296252669,6.11656169525831,9.81729804208144,17.8589144206044,0.382357361687337,0.370930376710079,25.096402137523
"998",25,35,30,20,20,15,0.7,9,13,0.252520823635397,0.0545933609066235,6.00210701883857,9.71003584935069,17.9124163584127,0.382547377893891,0.367197294312434,25.1055608134913
"999",25,35,30,20,20,15,0.7,9,14,0.255242534457536,0.0533940756028984,5.83531597531133,9.55372617624507,17.9796743257465,0.382585619489196,0.36174455194005,25.1189293801565
"1000",25,35,30,20,20,15,0.7,9,15,0.259242304171859,0.0516320413975862,5.59026042187308,9.32407023884819,18.0628784627941,0.382291892289231,0.353705978331279,25.1385471710754
"1001",25,35,30,20,20,15,0.7,9,16,0.265190603511771,0.049011957246493,5.22587125748272,8.98257977290608,18.1637018305296,0.381338822288102,0.341693038284528,25.1676275593091
"1002",25,35,30,20,20,15,0.7,9,17,0.274195569452076,0.0450457746655575,4.67427296019762,8.46564464431103,18.2824065505941,0.379127190728559,0.323372124930589,25.2114453672581
"1003",25,35,30,20,20,15,0.7,9,18,0.288202605064612,0.0388767104754408,3.81630809507329,7.66159542939143,18.4159904794728,0.374527258526962,0.294549512084121,25.2791797978818
"1004",25,35,30,20,20,15,0.7,9,19,0.310936621613473,0.0288642762707548,2.42382513538029,6.35661794599784,18.5539446111109,0.365281250175103,0.246925550778277,25.3882009365196
"1005",25,35,30,20,20,15,0.7,9,20,0.172885196554982,0.0114361350337447,6.64286452302697,4.08510919730043,18.6668320240884,0.441131802872715,0.1615356534757,16.4824074659006
"1006",25,35,30,20,20,15,0.7,10,1,0.234922761353708,0.0727792521884799,6.77966054078452,10.7421981167162,17.581966943392,0.384330363400591,0.398415558836844,25.6486244431538
"1007",25,35,30,20,20,15,0.7,10,2,0.23495291947848,0.0727506287061708,6.77649706454542,10.7390918339619,17.5841423291056,0.384362764353061,0.398312646052313,25.6469414538364
"1008",25,35,30,20,20,15,0.7,10,3,0.235004325075821,0.0727125408638976,6.77228758427574,10.7349584582137,17.5876931555812,0.384414548454662,0.398175694105945,25.6454930078028
"1009",25,35,30,20,20,15,0.7,10,4,0.235084021864915,0.0726606369266582,6.76655114485867,10.7293257296943,17.5929305413071,0.384488962093329,0.397989043535245,25.6441949953661
"1010",25,35,30,20,20,15,0.7,10,5,0.235202308005834,0.0725888485800461,6.75861707428337,10.7215351016835,17.600277693841,0.384590050248743,0.39773084854567,25.6429633450852
"1011",25,35,30,20,20,15,0.7,10,6,0.235374036917641,0.0724886531119274,6.74754343973271,10.7106616708647,17.6102930589448,0.384722494010236,0.397370409296248,25.6417070728052
"1012",25,35,30,20,20,15,0.7,10,7,0.235620493508127,0.0723480199979767,6.73200062388633,10.6953998584886,17.6236973554711,0.384891231061062,0.396864354225612,25.6403196515304
"1013",25,35,30,20,20,15,0.7,10,8,0.235972108485002,0.0721498956765388,6.7101038617633,10.6738989748347,17.6414034775795,0.385100694352583,0.396151131093538,25.6386676312082
"1014",25,35,30,20,20,15,0.7,10,9,0.23647241123768,0.0718700040463897,6.6791701510451,10.6435245244297,17.664547099659,0.385353401530887,0.395142974951645,25.6365749284117
"1015",25,35,30,20,20,15,0.7,10,10,0.2371838470697,0.0714736154675504,6.63536116103248,10.6005075709659,17.6945139898692,0.385647459706382,0.393714038763111,25.633800354537
"1016",25,35,30,20,20,15,0.7,10,11,0.238196467315817,0.0709107250065376,6.57315033079888,10.5394214699547,17.7329571773084,0.385972269217454,0.39168253809483,25.6300044835068
"1017",25,35,30,20,20,15,0.7,10,12,0.239641180086267,0.0701087043191616,6.48451075297339,10.4523844350156,17.7817926351279,0.386301224685617,0.388783252209234,25.6246993279461
"1018",25,35,30,20,20,15,0.7,10,13,0.241710514375773,0.0689607905630708,6.35764296474603,10.3278103295484,17.8431549117073,0.386579335997485,0.384623854577492,25.6171693463112
"1019",25,35,30,20,20,15,0.7,10,14,0.244692335962657,0.0673073982197693,6.17490952457799,10.1483805848833,17.9192817485483,0.386702023963515,0.37861277966283,25.6063424967144
"1020",25,35,30,20,20,15,0.7,10,15,0.249027141104234,0.0649043648105409,5.90932551876952,9.88759815608675,18.0122734378802,0.386477956538775,0.369833995130563,25.5905693853709
"1021",25,35,30,20,20,15,0.7,10,16,0.255411161756814,0.0613658085810495,5.51824317484631,9.50358631321517,18.1236237131434,0.385561369295032,0.356815642187397,25.567221777369
"1022",25,35,30,20,20,15,0.7,10,17,0.264995754603429,0.0560536265963749,4.93113915637723,8.92709673348133,18.2533028219617,0.383321573332888,0.337068023463722,25.5319063262479
"1023",25,35,30,20,20,15,0.7,10,18,0.279809795941974,0.0478434044939044,4.02374283546986,8.03610551687212,18.3978609176176,0.37857026309972,0.306065234802908,25.4767721876979
"1024",25,35,30,20,20,15,0.7,10,19,0.303767601609281,0.0345658316584052,2.556301322787,6.59519434215991,18.5460495762125,0.368924587917702,0.254689038590974,25.3863873930208
"1025",25,35,30,20,20,15,0.7,10,20,0.162640681018852,0.0114361350337447,7.00941989801051,4.08510919730043,18.6668320240884,0.446595592892175,0.1615356534757,15.9496618238672
"1026",25,35,30,20,20,15,0.7,11,1,0.219386195548187,0.0940967046470121,7.32386775444198,11.3968295146695,17.4168095905402,0.388451485596697,0.412977016556612,26.4429946228289
"1027",25,35,30,20,20,15,0.7,11,2,0.219428219815601,0.0940459204786071,7.31936819031899,11.3923374135666,17.4200239493394,0.388502260142593,0.412837382204194,26.4397901377185
"1028",25,35,30,20,20,15,0.7,11,3,0.219498476037366,0.0939801765913287,7.31354316953408,11.3865220542168,17.4251676779713,0.388581997941744,0.41265658803202,26.4367541629431
"1029",25,35,30,20,20,15,0.7,11,4,0.219605315185091,0.0938927447142874,7.30579655578622,11.3787882890766,17.4326056382862,0.388694650931227,0.412416105003696,26.4336563981098
"1030",25,35,30,20,20,15,0.7,11,5,0.219760870084738,0.0937744827009228,7.29531833926401,11.3683274518245,17.4428351365788,0.388845214577702,0.412090737034198,26.4302388369723
"1031",25,35,30,20,20,15,0.7,11,6,0.219982439637641,0.0936128354818717,7.28099611936228,11.3540289868936,17.456506477283,0.389039474138857,0.411645845571485,26.4261914821842
"1032",25,35,30,20,20,15,0.7,11,7,0.220294469352416,0.0933904326750447,7.26129085053776,11.3343564014163,17.4744464285126,0.38928350072332,0.411033438119796,26.4211208373949
"1033",25,35,30,20,20,15,0.7,11,8,0.220731391401492,0.0930830990131436,7.2340605627865,11.3071712780807,17.4976829896365,0.389582716486624,0.41018658937778,26.4145072613452
"1034",25,35,30,20,20,15,0.7,11,9,0.221341727250412,0.092656997484348,7.19630723902566,11.2694805723435,17.5274686968439,0.389940242890199,0.40901137357208,26.4056453484463
"1035",25,35,30,20,20,15,0.7,11,10,0.222194086720905,0.0920644658374506,7.14380792233209,11.2170683315185,17.5652979384714,0.390354074430061,0.407374997092603,26.3935582822891
"1036",25,35,30,20,20,15,0.7,11,11,0.223386093632324,0.0912378334015938,7.07056687560241,11.1439487630891,17.6129110756411,0.390812333513147,0.40508796089626,26.3768715365134
"1037",25,35,30,20,20,15,0.7,11,12,0.225057978487671,0.0900800143243641,6.96798212636982,11.0415341619023,17.6722740278234,0.391285364566895,0.401876504257407,26.3536212575427
"1038",25,35,30,20,20,15,0.7,11,13,0.227413913392363,0.0884497508004288,6.82353799163842,10.8973296035936,17.7455152736296,0.391712520002557,0.397338540630626,26.3209537257587
"1039",25,35,30,20,20,15,0.7,11,14,0.230756807239458,0.0861375530017275,6.6186733145738,10.6928047170409,17.8347904401594,0.391979746868668,0.390870107359586,26.274634663704
"1040",25,35,30,20,20,15,0.7,11,15,0.235547833620582,0.082824542777703,6.32513494599745,10.3997532140089,17.9420217733396,0.391880497538747,0.381535936362305,26.2082077897286
"1041",25,35,30,20,20,15,0.7,11,16,0.24251448421525,0.0780077530732844,5.89835914513898,9.97368526757361,18.0684101045246,0.391044541355321,0.367826419599603,26.1114623501241
"1042",25,35,30,20,20,15,0.7,11,17,0.252861668278407,0.0708541931010041,5.26454150444804,9.34091888288075,18.2134961771747,0.388800032818055,0.347163024504492,25.9674261380046
"1043",25,35,30,20,20,15,0.7,11,18,0.268724305485927,0.059887971421656,4.29291551975909,8.37090444633865,18.3732174310433,0.383882495352692,0.314783518403316,25.7458819624715
"1044",25,35,30,20,20,15,0.7,11,19,0.294263477556851,0.0422325316426367,2.72861337796381,6.80919687103031,18.5353620195919,0.373745198112332,0.260865089948543,25.3875445937457
"1045",25,35,30,20,20,15,0.7,11,20,0.154103584738744,0.0114361350337447,7.48814741856868,4.08510919730043,18.6668320240884,0.451148751241725,0.1615356534757,15.5923394762086
"1046",25,35,30,20,20,15,0.7,12,1,0.197526967338751,0.124525262637229,8.08962331508369,12.011757015575,17.1453208365152,0.393104503075099,0.420639592739038,27.5841626845789
"1047",25,35,30,20,20,15,0.7,12,2,0.197593221646687,0.124422734446036,8.08228914898385,12.0045706053492,17.1508582552726,0.393198997674504,0.420437164191247,27.5773209876814
"1048",25,35,30,20,20,15,0.7,12,3,0.197700939831262,0.124295316497524,8.073174539747,11.9956396212221,17.1594694744976,0.393343606639531,0.420185511916481,27.5706003750456
"1049",25,35,30,20,20,15,0.7,12,4,0.197860271086838,0.124131857883314,8.06148182759524,11.9841824732613,17.1715707052396,0.393542830586116,0.41986254550571,27.563461579096
"1050",25,35,30,20,20,15,0.7,12,5,0.198085960143779,0.123917844070364,8.04617274202994,11.9691818082156,17.1877456788216,0.393802702095005,0.419439464130211,27.555310051667
"1051",25,35,30,20,20,15,0.7,12,6,0.198398785732176,0.123634032299618,8.02587078757702,11.9492888618196,17.2087569378346,0.394130298783088,0.418878003868796,27.545443479977
"1052",25,35,30,20,20,15,0.7,12,7,0.198827618605087,0.123254587543757,7.9987279029439,11.9226928042679,17.2355591602885,0.394532970774893,0.418126648810679,27.5329865679322
"1053",25,35,30,20,20,15,0.7,12,8,0.199412359126611,0.122744489091802,7.96223894580567,11.8869389624356,17.2693120599241,0.395017080044599,0.41711530850504,27.5168054256132
"1054",25,35,30,20,20,15,0.7,12,9,0.200208158525757,0.12205585618608,7.91297885398504,11.8386712762715,17.3113894306264,0.395585943748527,0.415747684701626,27.4953903057923
"1055",25,35,30,20,20,15,0.7,12,10,0.20129156835988,0.121122636576077,7.84622270089453,11.7732600086956,17.3633794218321,0.396236501313824,0.413890068613868,27.4666892271371
"1056",25,35,30,20,20,15,0.7,12,11,0.20276968021713,0.119852745384728,7.75538336375528,11.6842507426886,17.4270688846641,0.396953934279967,0.411354448536555,27.4278641017629
"1057",25,35,30,20,20,15,0.7,12,12,0.204794073623861,0.118116095179041,7.63115527665455,11.5625253845067,17.5044010863456,0.397702956615056,0.40787220142721,27.3749210627477
"1058",25,35,30,20,20,15,0.7,12,13,0.20758282292915,0.115725731887993,7.46016502303284,11.3949799416566,17.5973901006621,0.398413548210892,0.403051501922374,27.3021287691443
"1059",25,35,30,20,20,15,0.7,12,14,0.211456673065625,0.11240684354708,7.22275443306925,11.1623522825341,17.707964085549,0.398957054664377,0.396305099835757,27.2010625779773
"1060",25,35,30,20,20,15,0.7,12,15,0.216901550280361,0.107743223613858,6.889150935156,10.8354696409194,17.8376869696646,0.399104714643673,0.386720848497465,27.0589512951196
"1061",25,35,30,20,20,15,0.7,12,16,0.224683349672599,0.101078975473432,6.41243616799184,10.3683588841014,17.9872569005077,0.398451993390859,0.372813431630223,26.8556355224046
"1062",25,35,30,20,20,15,0.7,12,17,0.236075141299676,0.0913239615003232,5.7146291360681,9.68461004046099,18.1555522775743,0.396270791664922,0.352006923439212,26.5575305762761
"1063",25,35,30,20,20,15,0.7,12,18,0.253351777437175,0.0765302933868771,4.65639122211273,8.64769164201972,18.3376402639817,0.391193328831383,0.319435250541468,26.1044353768197
"1064",25,35,30,20,20,15,0.7,12,19,0.281011033697126,0.0528467341009617,2.96223124896952,6.98766262313025,18.5200159881017,0.380448204319941,0.264735498979938,25.3767975310057
"1065",25,35,30,20,20,15,0.7,12,20,0.146989337838654,0.0114361350337447,8.14169401818532,4.08510919730043,18.6668320240884,0.45494304986635,0.1615356534757,15.4218743527355
"1066",25,35,30,20,20,15,0.7,13,1,0.164858986119411,0.170413812177108,9.23396163292181,12.5697626247324,16.6270083183872,0.396739902423396,0.417108058307618,29.3094693794028
"1067",25,35,30,20,20,15,0.7,13,2,0.164986408915034,0.170155256617924,9.21894385082566,12.5559634904713,16.6393678063178,0.396974236152485,0.416780012026596,29.2913056514586
"1068",25,35,30,20,20,15,0.7,13,3,0.165184862417125,0.169854696283388,9.20148628918966,12.5399225574398,16.657752765097,0.397318404754742,0.416398312801146,29.2737282349594
"1069",25,35,30,20,20,15,0.7,13,4,0.165466186363847,0.16949091519135,9.18035665195368,12.5205075266955,16.6824708319433,0.397773885835873,0.415935809893428,29.25533985489
"1070",25,35,30,20,20,15,0.7,13,5,0.165848283206648,0.169038626735823,9.15408620744599,12.4963688497232,16.7140872156041,0.398345272729427,0.415359992807266,29.2347409828861
"1071",25,35,30,20,20,15,0.7,13,6,0.166356415216656,0.168466485574025,9.12085431205299,12.4658336226608,16.7533992791725,0.399038966639888,0.414630337700025,29.2104116689623
"1072",25,35,30,20,20,15,0.7,13,7,0.167025177466974,0.167734553563043,9.07834122324226,12.4267703431035,16.8014174278872,0.399861648579932,0.413694862694901,29.1805832851399
"1073",25,35,30,20,20,15,0.7,13,8,0.167901391092259,0.166790916677213,9.02353159867273,12.3764083546691,16.8593477091022,0.400818279309597,0.412485434400894,29.143085386528
"1074",25,35,30,20,20,15,0.7,13,9,0.169048317946017,0.165566997133433,8.95244220856382,12.3110876546902,16.9285714680941,0.401909283890968,0.410911113610265,29.0951477818159
"1075",25,35,30,20,20,15,0.7,13,10,0.170551857947919,0.163970839573289,8.85973197442716,12.2259005771284,17.0106167891465,0.403126414026214,0.408848375798285,29.0331281574287
"1076",25,35,30,20,20,15,0.7,13,11,0.172529843407911,0.161877178923946,8.73812507680621,12.1141617133865,17.1071150706546,0.404446491038669,0.406126215607802,28.9521176453861
"1077",25,35,30,20,20,15,0.7,13,12,0.175146369334102,0.15911223255736,8.57752763240449,11.9665962684293,17.2197333936807,0.405821703110752,0.402502576801879,28.8453432557749
"1078",25,35,30,20,20,15,0.7,13,13,0.17863467221176,0.15542950350824,8.36362226307803,11.7700486762744,17.3500680971714,0.407164124850899,0.397625434170129,28.7032215783695
"1079",25,35,30,20,20,15,0.7,13,14,0.183335233998973,0.150469547231446,8.07553121291387,11.5053353480889,17.4994742717806,0.408320116037277,0.390965309900641,28.5117877688814
"1080",25,35,30,20,20,15,0.7,13,15,0.189762555314918,0.143689520043993,7.68172428326141,11.1434846659819,17.668782685691,0.409025980970009,0.381691308108376,28.2499441288443
"1081",25,35,30,20,20,15,0.7,13,16,0.198729625850505,0.134231895103006,7.13239341233112,10.6387303425272,17.8578015991191,0.408826496251817,0.368426936286396,27.8843268030772
"1082",25,35,30,20,20,15,0.7,13,17,0.211598435243511,0.120660274259495,6.34410773337679,9.91441167480717,18.0643634017592,0.406913496350766,0.348725441720136,27.3589554116706
"1083",25,35,30,20,20,15,0.7,13,18,0.230836228982396,0.100372792651516,5.1657421278223,8.83166689294778,18.2822845855822,0.401773455847525,0.317808312925387,26.5721870517599
"1084",25,35,30,20,20,15,0.7,13,19,0.261424804472319,0.0681159836403951,3.29215747014376,7.11011799342888,18.4963126679931,0.390311935580118,0.265032212500288,25.31809875703
"1085",25,35,30,20,20,15,0.7,13,20,0.141060798755245,0.0114361350337447,9.07697050231338,4.08510919730043,18.6668320240884,0.45810496538687,0.1615356534757,15.4751472420651
"1086",25,35,30,20,20,15,0.7,14,1,0.112353640284084,0.245053289733291,11.0691363371159,13.0114130880405,15.3432736634822,0.389125743243286,0.392916940269496,32.131186725278
"1087",25,35,30,20,20,15,0.7,14,2,0.112688763473531,0.244079725290743,11.0230073721374,12.9742140557924,15.3871407476526,0.390090939525898,0.39229885812765,32.0583239146161
"1088",25,35,30,20,20,15,0.7,14,3,0.113174491795526,0.243083926916471,10.9758249296353,12.9361654847699,15.4476249193884,0.391409937705393,0.391663663179627,31.9938679610067
"1089",25,35,30,20,20,15,0.7,14,4,0.113816407586151,0.242003328866633,10.9246245494464,12.8948767934963,15.5230815957247,0.393037148966646,0.390970947365804,31.9319975637006
"1090",25,35,30,20,20,15,0.7,14,5,0.114630604830903,0.240779666154029,10.8666455478021,12.8481217285846,15.6127306411574,0.394943825277129,0.390182210722786,31.8680563861777
"1091",25,35,30,20,20,15,0.7,14,6,0.115643565451131,0.239353294187779,10.799061873212,12.7936213232168,15.7163823647402,0.397110967773953,0.389257036596555,31.797979701441
"1092",25,35,30,20,20,15,0.7,14,7,0.11689318825484,0.237657954648267,10.7187341056528,12.7288439058772,15.834248150405,0.399523782871025,0.388149315926775,31.7178461070081
"1093",25,35,30,20,20,15,0.7,14,8,0.118431060010539,0.235615214662853,10.6219459762498,12.6507926261969,15.9668047552233,0.402166832659455,0.386802936236811,31.6234837104742
"1094",25,35,30,20,20,15,0.7,14,9,0.120326289358075,0.233127738481967,10.5040855690508,12.5557483716766,16.1146913357082,0.405019152089478,0.385146205953561,31.5100696003236
"1095",25,35,30,20,20,15,0.7,14,10,0.122671547380027,0.230070278954011,10.3592184833966,12.4389255599474,16.2786240478754,0.408048572762994,0.383083939459286,31.3716569520251
"1096",25,35,30,20,20,15,0.7,14,11,0.125592483181267,0.226276692032242,10.1794725614938,12.2939759746175,16.4593158193048,0.411204270688389,0.380485430366289,31.2005426612478
"1097",25,35,30,20,20,15,0.7,14,12,0.129262617010636,0.221520131499571,9.95409948433437,12.1122320233057,16.6573888455709,0.414406033452246,0.377165151709989,30.986339608267
"1098",25,35,30,20,20,15,0.7,14,13,0.133927593489576,0.215481320867402,9.667971445974,11.8814944350892,16.8732636658361,0.417527659107303,0.3728501728135,30.7145169851033
"1099",25,35,30,20,20,15,0.7,14,14,0.139946286602561,0.207695161222928,9.29905135207905,11.5839921937929,17.1069985172485,0.420369645709831,0.367122122699917,30.3639622449703
"1100",25,35,30,20,20,15,0.7,14,15,0.147864073513086,0.197455836265507,8.81389655212657,11.1927566857518,17.3580286449327,0.422611423466746,0.359307262170014,29.9026585101047
"1101",25,35,30,20,20,15,0.7,14,16,0.158551950348353,0.183636859340927,8.15913239401342,10.6647458568957,17.6246973350136,0.423721919949937,0.348252216882647,29.2794881077688
"1102",25,35,30,20,20,15,0.7,14,17,0.173492585809789,0.164321212576797,7.24392765339107,9.92671215776701,17.9033195725887,0.42277789615318,0.331821711164076,28.407366553686
"1103",25,35,30,20,20,15,0.7,14,18,0.195432978506526,0.13595760518402,5.90001676787899,8.84296392296299,18.1860773407381,0.418054802248216,0.30562782901073,27.124687708955
"1104",25,35,30,20,20,15,0.7,14,19,0.230100633325606,0.0911419441953611,3.7765825442261,7.13059733942319,18.4555227586497,0.405968436672265,0.259228033385355,25.0936347302617
"1105",25,35,30,20,20,15,0.7,14,20,0.136120349519072,0.0114361350337447,10.4933610820287,4.08510919730043,18.6668320240884,0.460739894987304,0.1615356534757,15.8380380713106
"1106",25,35,30,20,20,15,0.7,15,1,0.0301489450127837,0.366877075249288,13.7902664708135,12.8001038367033,10.4781526130732,0.29034992474589,0.324161567128256,36.8063231119371
"1107",25,35,30,20,20,15,0.7,15,2,0.03108598267573,0.359943862215728,13.5212742293071,12.6301095912889,10.7840381735144,0.298537307133662,0.323359166591699,36.2185044461752
"1108",25,35,30,20,20,15,0.7,15,3,0.0323081652604993,0.354813961926946,13.3222462504026,12.5043304576576,11.1547584268592,0.308410532804666,0.322704777069294,35.8213172884667
"1109",25,35,30,20,20,15,0.7,15,4,0.0337780304724012,0.350595027575613,13.1585615918699,12.4008871395256,11.5647017958955,0.319259112749415,0.322127910835262,35.5277113573086
"1110",25,35,30,20,20,15,0.7,15,5,0.0354882864215651,0.346760577164352,13.0097939994019,12.3068709162989,11.9988038096639,0.33065676638144,0.321573330171038,35.2873530209329
"1111",25,35,30,20,20,15,0.7,15,6,0.0374523880785389,0.342978201174322,12.8630467711178,12.2141314967562,12.4479683150447,0.34233606214058,0.320998025883685,35.0697214696775
"1112",25,35,30,20,20,15,0.7,15,7,0.0397008625468165,0.339017130761682,12.7093666225484,12.1170106997216,12.9065926280811,0.354119707663027,0.320365459955736,34.8551082601791
"1113",25,35,30,20,20,15,0.7,15,8,0.0422811215769733,0.334694380978598,12.5416541711937,12.0110219490611,13.3711548420502,0.36588021195854,0.319640015715989,34.6295082227728
"1114",25,35,30,20,20,15,0.7,15,9,0.0452600498797549,0.329839897690897,12.3533117194916,11.8919957170133,13.8393752994744,0.377514413803301,0.318781642654921,34.381501710765
"1115",25,35,30,20,20,15,0.7,15,10,0.048729558617742,0.324269967281144,12.1372116142876,11.7554275613208,14.3097016720376,0.388925606445933,0.317739818025417,34.1001254503785
"1116",25,35,30,20,20,15,0.7,15,11,0.0528161302911152,0.317761692676459,11.8847059771784,11.595852307392,14.7809784946421,0.400008697389684,0.316445386006755,33.7731225693843
"1117",25,35,30,20,20,15,0.7,15,12,0.0576965675528839,0.310021945761062,11.5844221316673,11.4060827979001,15.2522171859128,0.410634760191844,0.314797872615334,33.3851021894843
"1118",25,35,30,20,20,15,0.7,15,13,0.0636242856370769,0.300642179528141,11.2205094217035,11.1761019397886,15.722408743134,0.4206309062388,0.312643771759273,32.915094991537
"1119",25,35,30,20,20,15,0.7,15,14,0.0709747932624718,0.289024428368164,10.7697681981671,10.8912483182003,16.1903278214594,0.429749218613705,0.30973645995267,32.3327171207585
"1120",25,35,30,20,20,15,0.7,15,15,0.0803285159863942,0.274249236238563,10.1965257447201,10.5289779502243,16.6542616797979,0.437612844406018,0.305656551560106,31.5914338642732
"1121",25,35,30,20,20,15,0.7,15,16,0.0926320664780702,0.254820266148805,9.44272773082575,10.0526024092451,17.1115411516638,0.443613249547447,0.299639823513325,30.615599006407
"1122",25,35,30,20,20,15,0.7,15,17,0.10954062699373,0.228123302333809,8.40694877765507,9.39802419325528,17.5575862438544,0.44669477823446,0.290164635155074,29.2730201536798
"1123",25,35,30,20,20,15,0.7,15,18,0.134233149239931,0.189139004056807,6.89445035501548,8.44217495906484,17.9836639253457,0.444847430907829,0.27381721580936,27.3096124658115
"1124",25,35,30,20,20,15,0.7,15,19,0.173689662215135,0.126847541565316,4.47768917355615,6.91486141616035,18.3706476273999,0.4337101727521,0.241509129810222,24.1664849846538
"1125",25,35,30,20,20,15,0.7,15,20,0.132003308488927,0.0114361350337447,12.7738480058542,4.08510919730043,18.6668320240884,0.462935669654333,0.1615356534757,16.6905278160467
"1126",25,35,30,20,10,20,0.7,1,1,0.347314513242582,0.00484940596701767,2.28101212935539,4.94701479933422,8.3646481666894,0.155985270292292,0.196920988649896,25.9852691852981
"1127",25,35,30,20,10,20,0.7,1,2,0.347615831228807,0.0048459454757191,2.26154465112569,4.94348465527463,8.37135295742767,0.156038232589192,0.196781151927005,25.996280875125
"1128",25,35,30,20,10,20,0.7,1,3,0.348194322716109,0.00484055988009734,2.23124722903313,4.93799065839641,8.38302962286753,0.156117322886403,0.196563520757083,26.0210861247587
"1129",25,35,30,20,10,20,0.7,1,4,0.349206334409169,0.00483208484307623,2.18356972186171,4.92934503584934,8.401162929196,0.156212103369065,0.196221040896613,26.0672317821048
"1130",25,35,30,20,10,20,0.7,1,5,0.350906142822131,0.00481863449766224,2.10790292083931,4.91562396191333,8.42749729600403,0.15629247789198,0.195677494668517,26.1470117871399
"1131",25,35,30,20,10,20,0.7,1,6,0.353711961245006,0.00479711414530406,1.98683716604281,4.89367044795164,8.46383399196141,0.156287847743217,0.194807798088932,26.2806624592805
"1132",25,35,30,20,10,20,0.7,1,7,0.358325021281627,0.00476234119147431,1.79121704645398,4.85819758418599,8.51150299943984,0.156046243029341,0.19340244758858,26.5021265642193
"1133",25,35,30,20,10,20,0.7,1,8,0.365958344835083,0.00470535641637484,1.47064121690895,4.80006581966243,8.57014626633497,0.155252277820356,0.191099191966354,26.8701263680789
"1134",25,35,30,20,10,20,0.7,1,9,0.378816583152203,0.00460988205154167,0.933536812210467,4.70266974703022,8.63495887440333,0.153254093084059,0.187239639766762,27.4913889470786
"1135",25,35,30,20,10,20,0.7,1,10,0.3782628146614,0.0044439388319097,2.55653223523421,4.53338642264948,8.69004945795227,0.154369339726871,0.180529613227433,28.2472031535129
